IM_Dir	Directorate	IM_Dep	Department	Project Definition	Project Definition Description	WBS Element	WBS Element Description	Fund Source Desc	Major Fund	Original Budget	Adj Bug Aug	Motivation	Ward	Total Project Cost
A18	"Economic, Environment & Spatial Planning"	A1804	Environmental Resource Management	C14.18430	Interpretive Plaques	C14.18430-F1	Interpretive Plaques	1 EFF	EFF	0	35000	"Ceramic sandblasted markers are to be installed to mark the 50 sites on the City’s Slave Walks of Cape town, a self-guided walk from the mountain to the harbour. R 35 000 to be transferred from C12.18407-F1: Local Agenda 21 Capital Projects."	200	35000.00
A18	"Economic, Environment & Spatial Planning"	A1804	Environmental Resource Management	C12.18404	Local Agenda 21 Capital Projects	C12.18404-F1	Local Agenda 21 Capital Projects	1 EFF	EFF	0	64400	The French Redoubt restoration project was delayed due to the contractor having to reschedule his work team to relocate the Cenotaph war memorial in Adderley Str to Heerengracht Str in order to make way for the MyCITI bus station. The French Redoubt restoration project completion is expected January 2014.	200	64400.00
A18	"Economic, Environment & Spatial Planning"	A1804	Environmental Resource Management	C11.18410	Acquisition of Land	C11.18410-F1	Acquisition of Land	3 CRR_BLAAU_CON_AREA	CRR	6000000	6000000		901	17153373.78
A18	"Economic, Environment & Spatial Planning"	A1804	Environmental Resource Management	C12.18414	Replacement of Plant and Equipment	C12.18414-F1	Replacement of Plant and Equipment	1 EFF	EFF	140000	140000		201	140000.00
A18	"Economic, Environment & Spatial Planning"	A1804	Environmental Resource Management	C12.18415	Replacement of IT Equipment	C12.18415-F1	Replacement of IT Equipment	1 EFF	EFF	150000	150000		201	150000.00
A18	"Economic, Environment & Spatial Planning"	A1804	Environmental Resource Management	C12.18416	Upgrade of Reserves Infrastructure	C12.18416-F1	Upgrade of reserves Infrastructure	1 EFF	EFF	2300000	2300000		200	2300000.00
A18	"Economic, Environment & Spatial Planning"	A1804	Environmental Resource Management	C12.18417	Furniture and Fittings: Additional	C12.18417-F1	Furniture and Fittings: Additional	1 EFF	EFF	100000	100000		201	100000.00
A18	"Economic, Environment & Spatial Planning"	A1804	Environmental Resource Management	C12.18407	Local Agenda 21 Capital Projects	C12.18407-F1	Local Agenda 21 Capital Projects	1 EFF	EFF	430000	275000	"Bulk project unpacked into various projects and funds to be transferred as follows: R 60 000 to  C14.18428-F1: Green Point Common EE Centre Upgrade, R 60 000 to C14.18429-F1: Poster Pillars and R 35 000 to C14.18430-F1: Interpretive Plaques (Slave Walk)."	200	275000.00
A18	"Economic, Environment & Spatial Planning"	A1804	Environmental Resource Management	C12.18410	Local Environment and Heritage Projects	C12.18410-F1	Local Environment and Heritage Projects	1 EFF	EFF	1359000	1359000		200	1359000.00
A18	"Economic, Environment & Spatial Planning"	A1804	Environmental Resource Management	C12.18411	Replacement of IT and Office Equipment	C12.18411-F1	Replacement of IT and Office Equipment	1 EFF	EFF	180000	180000		201	180000.00
A18	"Economic, Environment & Spatial Planning"	A1804	Environmental Resource Management	C12.18412	Specialised Biodiversity Equipment	C12.18412-F1	Specialised Biodiversity Equipment	1 EFF	EFF	145000	145000		201	145000.00
A18	"Economic, Environment & Spatial Planning"	A1804	Environmental Resource Management	C12.18425	E-Filing of Submissions (Signage)	C12.18425-F1	E-Filing of Submissions (Signage)	1 EFF	EFF	1200000	1854090	Project behind schedule due to delay in finalisation of the blueprint and rescheduling to integrate with IPOS project.	201	4914118.92
A18	"Economic, Environment & Spatial Planning"	A1804	Environmental Resource Management	C13.18425	Furniture and Fittings: Additional	C13.18425-F1	Furniture and Fittings: Additional	1 EFF	EFF	60000	60000		201	60000.00
A18	"Economic, Environment & Spatial Planning"	A1804	Environmental Resource Management	C14.18425	Energy Efficiency Retrofits	C14.18425-F1	Energy Efficiency Retrofits	1 EFF	EFF	3000000	3000000		201	3000000.00
A18	"Economic, Environment & Spatial Planning"	A1804	Environmental Resource Management	C14.18426	Energy Efficiency and Demand Side Manage	C14.18426-F1	Energy Efficiency and Demand Side Manage	4 NT EE & DSM	CGD	6820000	6820000		201	21401800.00
A18	"Economic, Environment & Spatial Planning"	A1805	Planning and Building Dev. Management	C14.18500	Replacement of Computer Equipment	C14.18500-F1	Replacement of Computer Equipment	1 EFF	EFF	750000	750000		201	750000.00
A18	"Economic, Environment & Spatial Planning"	A1805	Planning and Building Dev. Management	C14.18501	Replacement of Furniture and Equipment	C14.18501-F1	Replacement of Furniture and Equipment	1 EFF	EFF	200000	200000		201	200000.00
A18	"Economic, Environment & Spatial Planning"	A1805	Planning and Building Dev. Management	C13.18502	Integrated Planning and Operating System	C13.18502-F1	Integrated Planning and Operating System	1 EFF	EFF	10241000	10241000		201	39969640.94
A18	"Economic, Environment & Spatial Planning"	A1805	Planning and Building Dev. Management	C14.18502	Provision of Filing space and systems	C14.18502-F1	Provision of Filing space and systems	1 EFF	EFF	2000000	2000000		201	2000000.00
A18	"Economic, Environment & Spatial Planning"	A1809	Economic Development	C13.17216	Establisment of Incubation Centre (NJC)	C13.17216-F2	Establisment of Incubation Centre (NJC)	3 CRR:MayoralRedress	CRR	0	139950	Change of fund source. The supplier of an outstanding piece of equipment is waiting for it to be delivered from overseas. And emergency contractor could not finish the work that had to be done on site on time.	36	139950.00
A18	"Economic, Environment & Spatial Planning"	A1809	Economic Development	C14.17201	Furniture & Equipment: Additional	C14.17201-F1	Furniture & equipment: Additional	1 EFF	EFF	20000	20000		201	20000.00
A18	"Economic, Environment & Spatial Planning"	A1809	Economic Development	C14.17202	IT Equipment: Additional	C14.17202-F1	IT equipment: Additional	1 EFF	EFF	30000	30000		201	30000.00
A18	"Economic, Environment & Spatial Planning"	A1809	Economic Development	C13.17217	Upgrade of container facility at Ntlanga	C13.17217-F1	Upgrade of container facility at Ntlanga	3 CRR:WardAllocation	CRR	172234	276234	The appointment of service provider was delayed due to a disagreement regarding the scope and timing of the project between stakeholders which has subsequently been resolved.	37	276234.00
A18	"Economic, Environment & Spatial Planning"	A1809	Economic Development	C14.17203	Infrastructure upgrade Informal markets	C14.17203-F1	Infrastructure upgrade Informal markets	1 EFF	EFF	1000000	1000000		200	1000000.00
A18	"Economic, Environment & Spatial Planning"	A1809	Economic Development	C14.17204	E-Permitting System enhancements	C14.17204-F1	E-Permitting System enhancements	1 EFF	EFF	600000	600000		201	900000.00
A18	"Economic, Environment & Spatial Planning"	A1809	Economic Development	C14.18901	Bloekombos Business Units: Upgrade	C14.18901-F1	Bloekombos Business Units: Upgrade	3 CRR:WardAllocation	CRR	200000	200000		101	200000.00
A18	"Economic, Environment & Spatial Planning"	A1809	Economic Development	C14.17205	Upgrd of infrastructure Phillipi Market	C14.17205-F2	Upgrd of infrastructure Phillipi Market	4 PAWC - AGRI	CGD	740000	740000		88	740000.00
A23	"Tourism, Events and Marketing"	A2301	"Tourism, Events and Marketing Management"	C13.17402	IT Equipment: Additional	C13.17402-F1	IT Equipment: Additional	1 EFF	EFF	0	374863	Vendor who was awarded the IT tender was liquidated. New vendor to be sourced.	201	374863.00
A23	"Tourism, Events and Marketing"	A2301	"Tourism, Events and Marketing Management"	C14.17404	IT Equipment: Additional	C14.17404-F1	IT Equipment: Additional	1 EFF	EFF	50000	50000		201	50000.00
A23	"Tourism, Events and Marketing"	A2301	"Tourism, Events and Marketing Management"	C14.17405	Contingency Provision: Insurance	C14.17405-F1	Contingency Provision: Insurance	2 REVENUE: INSURANCE	REVENUE	200000	200000		201	200000.00
A23	"Tourism, Events and Marketing"	A2303	Arts & Culture	C14.00012	Beautification Project: Ward 57	C14.00012-F1	Beautification Project: Ward 57	3 CRR:WardAllocation	CRR	50000	50000		57	50000.00
A23	"Tourism, Events and Marketing"	A2303	Arts & Culture	C14.00013	Public Art Installation:  Ward 57	C14.00013-F1	Public Art Installation:  Ward 57	3 CRR:WardAllocation	CRR	95000	95000		57	95000.00
A23	"Tourism, Events and Marketing"	A2303	Arts & Culture	C14.00029	Langa Pub Art & Heritage Prjct: Phase 2	C14.00029-F1	Langa Pub Art & Heritage Prjct: Phase 2	3 CRR:WardAllocation	CRR	140000	140000		915	140000.00
A23	"Tourism, Events and Marketing"	A2303	Arts & Culture	C14.00069	Upgrade Heritage Facility site C	C14.00069-F1	Upgrade Heritage Facility site C	3 CRR:WardAllocation	CRR	1500000	1500000		87	1500000.00
A23	"Tourism, Events and Marketing"	A2306	Strategic Assets	C10.10104	Cape Town Stadium	C10.10104-F1	Cape Town Stadium	1 EFF	EFF	0	3607351	When 2013/14 budget was finalised the contract was still on track. During the last couple of months contractor was progressing slower than anticipated and indications were that contract would not be completed in time.	54	683613941.10
A23	"Tourism, Events and Marketing"	A2306	Strategic Assets	C10.10104	Cape Town Stadium	C10.10104-F2	Cape Town Stadium	4 STATE: SPORT & REC	CGD	0	4141105	When 2013/14 budget was finalised the contract was still on track. During the last couple of months contractor was progressing slower than anticipated and indications were that contract would not be completed in time.	54	683613941.10
A23	"Tourism, Events and Marketing"	A2306	Strategic Assets	C10.10105	2010 Reconfiguration of Common	C10.10105-F1	2010 Reconfiguration of Common	1 EFF	EFF	0	2364389	When 2013/14 budget was finalised the contract was still on track. During the last couple of months contractor was progressing slower than anticipated and indications were that contract would not be completed in time.	54	331003758.10
A23	"Tourism, Events and Marketing"	A2306	Strategic Assets	C13.00213	Upgrading of City Hall	C13.00213-F1	Upgrading of City Hall	1 EFF	EFF	0	250253	Work delayed due to heritage  requirements at City Hall which became apparent after 2013/14 budget has been finalised.	200	1918982.26
A23	"Tourism, Events and Marketing"	A2306	Strategic Assets	C14.00010	2 x Labyrinth Green Point Urban Park	C14.00010-F1	2 x Labyrinth Green Point Urban Park	3 CRR:WardAllocation	CRR	16500	16500		54	16500.00
A23	"Tourism, Events and Marketing"	A2306	Strategic Assets	C14.00011	"Signage at labyrinths, Green Point Park"	C14.00011-F1	"Signage at labyrinths, Green Point Park"	3 CRR:WardAllocation	CRR	10000	10000		54	10000.00
A23	"Tourism, Events and Marketing"	A2306	Strategic Assets	C14.00031	Purchasing of Plant & Equipment	C14.00031-F1	Purchasing of Plant & Equipment	1 EFF	EFF	70000	70000		49	70000.00
A23	"Tourism, Events and Marketing"	A2306	Strategic Assets	C14.00032	Purchasing of Pitch Protection	C14.00032-F1	Purchasing of Pitch Protection	1 EFF	EFF	300000	300000		58	300000.00
A23	"Tourism, Events and Marketing"	A2306	Strategic Assets	C14.00033	Purchasing of generator for flood lights	C14.00033-F1	Purchasing of generator for flood lights	1 EFF	EFF	500000	500000		58	500000.00
A23	"Tourism, Events and Marketing"	A2306	Strategic Assets	C14.00034	Furniture & Equipment: Mayoral Suite	C14.00034-F1	Furniture & Equipment: Mayoral Suite	1 EFF	EFF	80000	80000		49	80000.00
A23	"Tourism, Events and Marketing"	A2306	Strategic Assets	C14.00035	Upgrade of Athlone Stadium	C14.00035-F1	Upgrade of Athlone Stadium	1 EFF	EFF	2000000	2000000		58	4000000.00
A23	"Tourism, Events and Marketing"	A2306	Strategic Assets	C14.00036	Install big TV's: Athlone Stadium	C14.00036-F1	Install big TV's: Athlone Stadium	1 EFF	EFF	500000	500000		58	1000000.00
A23	"Tourism, Events and Marketing"	A2306	Strategic Assets	C14.00037	Installation of portable seats	C14.00037-F1	Installation of portable seats	1 EFF	EFF	850000	850000		58	850000.00
A23	"Tourism, Events and Marketing"	A2306	Strategic Assets	C14.00038	Upgrade of lifts & emergency exit doors	C14.00038-F1	Upgrade of lifts & emergency exit doors	1 EFF	EFF	700000	700000		58	700000.00
A23	"Tourism, Events and Marketing"	A2306	Strategic Assets	C14.00039	Upgrade Generator Exhaust Extract System	C14.00039-F1	Upgrade Generator Exhaust Extract System	1 EFF	EFF	3000000	3000000		54	3000000.00
A23	"Tourism, Events and Marketing"	A2306	Strategic Assets	C14.00040	Construction Waste Room at CT Stadium	C14.00040-F1	Construction Waste Room at CT Stadium	1 EFF	EFF	2000000	2000000		54	2000000.00
A23	"Tourism, Events and Marketing"	A2306	Strategic Assets	C14.00041	Relocate Visitor Cntr and Restaurant	C14.00041-F1	Relocate Visitor Cntr and Restaurant	1 EFF	EFF	500000	500000		77	500000.00
A23	"Tourism, Events and Marketing"	A2306	Strategic Assets	C14.00042	Install Electronic Advertising Board:CTS	C14.00042-F1	Install Electronic Advertising Board:CTS	1 EFF	EFF	1000000	1000000		54	5000000.00
A23	"Tourism, Events and Marketing"	A2306	Strategic Assets	C14.00043	Install Add. Food & Beverage Kiosks: CTS	C14.00043-F1	Install Add. Food & Beverage Kiosks: CTS	1 EFF	EFF	2000000	2000000		54	2000000.00
A23	"Tourism, Events and Marketing"	A2306	Strategic Assets	C14.00044	Provision of lifts for empty shafts: CTS	C14.00044-F1	Provision of lifts for empty shafts: CTS	1 EFF	EFF	3500000	3500000		54	3500000.00
A23	"Tourism, Events and Marketing"	A2306	Strategic Assets	C14.00046	Temporary Distribution Boards for rental	C14.00046-F1	Temporary Distribution Boards for rental	1 EFF	EFF	1000000	1000000		77	1000000.00
A23	"Tourism, Events and Marketing"	A2306	Strategic Assets	C14.00047	Completion of change rooms at CT Stadium	C14.00047-F1	Completion of change rooms at CT Stadium	1 EFF	EFF	2000000	2000000		54	2000000.00
A23	"Tourism, Events and Marketing"	A2306	Strategic Assets	C14.00067	2014 AFCON-CHAN: Equipment	C14.00067-F1	2014 AFCON-CHAN: Equipment	4 NT 2014 AFCON	CGD	4000000	4000000		49	4000000.00
A23	"Tourism, Events and Marketing"	A2307	Tourism	C13.17401	Furniture & Equipment: Additional	C13.17401-F1	Furniture & Equipment: Additional	1 EFF	EFF	0	18875	Vendor delivered incorrect equipment which was returned and to be replaced. Awaiting delivery of desk in 2013/14.	201	18875.00
A23	"Tourism, Events and Marketing"	A2307	Tourism	C11.00159	URP  Upgrade of Lookout Hill Facility	C11.00159-F1	URP  Upgrade of Lookout Hill Facility	4 STATE_NT_URP	CGD	2549447	2549447		92	5683982.79
A23	"Tourism, Events and Marketing"	A2307	Tourism	C14.17403	Furniture & Equipment: Additional	C14.17403-F1	Furniture & Equipment: Additional	1 EFF	EFF	50000	50000		201	50000.00
A24	Social and Early Childhood Development	A2405	Service Delivery and Facilitation	C11.17518	Construction of ECD Centre - Leonsdale	C11.17518-F1	Construction of ECD Centre - Leonsdale	1 EFF	EFF	0	68266	"Due to capacity problems encountered by vendor, outstanding equipment of R15 600 was not delivered by 30 June 2013. Remaining balance of R52 666 is required for the quality survey ( SCMB 32/08/11)."	26	4260604.08
A24	Social and Early Childhood Development	A2405	Service Delivery and Facilitation	C12.17508	Construction of ECD Centres	C12.17508-F1	Construction of ECD Centres	1 EFF	EFF	0	594315	Project could not be completed as planned due to delays with the rezoning of the land.	201	3229235.20
A24	Social and Early Childhood Development	A2405	Service Delivery and Facilitation	C13.17307	Furniture & Equipment: Additional	C13.17307-F1	Furniture & Equipment: Additional	1 EFF	EFF	0	157549	Delivery of play park equipment delayed due to capacity problems encountered by vendor.	201	889949.00
A24	Social and Early Childhood Development	A2405	Service Delivery and Facilitation	C13.17309	Construction of ECD - Strandfontein	C13.17309-F1	Construction of ECD - Strandfontein	1 EFF	EFF	0	1493490	"Due to problems encounter with preferred vendor regarding compliance certificates e.g. tax clearance, tender 252Q/2012/13 was only awarded 27 June 2013."	43	1499990.00
A24	Social and Early Childhood Development	A2405	Service Delivery and Facilitation	C13.17303	Construct ECD Centres-Scorpio	C13.17303-F1	Construct ECD Centres-Scorpio	1 EFF	EFF	550000	614556	"Delivery of equipment delayed, due to capacity problems encountered by vendor."	61	3508528.70
A24	Social and Early Childhood Development	A2405	Service Delivery and Facilitation	C13.17310	Construction of ECD - Golden Gate	C13.17310-F1	Construction of ECD - Golden Gate	1 EFF	EFF	3800000	4000000	Additional funds required due to price escalations.	31	4000000.00
A24	Social and Early Childhood Development	A2405	Service Delivery and Facilitation	C14.17308	Furniture & Equipment: Additional	C14.17308-F1	Furniture & Equipment: Additional	1 EFF	EFF	210262	510262	Additional furniture and equipment required to implement the eight District Service model	201	510262.00
